address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
40 Forest St,WINCHESTER,MA,01890,749900,1716.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-Forest-St-Winchester-MA-01890/56378986_zpid/
77 Irving St,WINCHESTER,MA,01890,1399000,3000.0,4.0,4.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/77-Irving-St-Winchester-MA-01890/56378840_zpid/
16 Wickham Rd,WINCHESTER,MA,01890,1990000,5690.0,5.0,6.0,14,New Construction,http://www.zillow.com/homes/for_sale//homedetails/16-Wickham-Rd-Winchester-MA-01890/56377808_zpid/
67 Dunster Ln,WINCHESTER,MA,01890,675000,1174.0,2.0,1.0,13,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/67-Dunster-Ln-Winchester-MA-01890/56381642_zpid/
15 Yale St,WINCHESTER,MA,01890,2099000,3352.0,7.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Yale-St-Winchester-MA-01890/56380348_zpid/
29 Oak St,WINCHESTER,MA,01890,1199000,2489.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/29-Oak-St-Winchester-MA-01890/56378342_zpid/
6 Central St,WINCHESTER,MA,01890,1775000,3721.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6-Central-St-Winchester-MA-01890/56379976_zpid/
47 Arlington St,WINCHESTER,MA,01890,2185000,8093.0,5.0,6.0,73,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/47-Arlington-St-Winchester-MA-01890/56375890_zpid/
4 Ravine Rd,WINCHESTER,MA,01890,2499000,6672.0,5.0,7.0,65,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4-Ravine-Rd-Winchester-MA-01890/56379993_zpid/
1 Woodside Rd,WINCHESTER,MA,01890,1349000,3690.0,6.0,4.0,210,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Woodside-Rd-Winchester-MA-01890/56380788_zpid/
200 Cross St,WINCHESTER,MA,01890,739900,1565.0,3.0,2.0,34,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/200-Cross-St-Winchester-MA-01890/56379250_zpid/
15 Dix St STE 6,Winchester,MA,01890,1745000,1985.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Dix-St-STE-6-Winchester-MA-01890/2092059466_zpid/
14 Aristotle Dr,WINCHESTER,MA,01890,2230000,6860.0,5.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/14-Aristotle-Dr-Winchester-MA-01890/56382024_zpid/
700 Washington St,WINCHESTER,MA,01890,1049000,3107.0,4.0,3.0,139,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/700-Washington-St-Winchester-MA-01890/56541306_zpid/
239 Ridge St,WINCHESTER,MA,01890,1925000,4473.0,5.0,5.0,70,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/239-Ridge-St-Winchester-MA-01890/56381794_zpid/
8 Eugene Dr,WINCHESTER,MA,01890,1098000,2392.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8-Eugene-Dr-Winchester-MA-01890/56376160_zpid/
1 Central Grn,WINCHESTER,MA,01890,3350000,5818.0,5.0,5.0,79,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Central-Grn-Winchester-MA-01890/56379979_zpid/
54 Myopia Rd,WINCHESTER,MA,01890,2850000,9250.0,6.0,7.0,776,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/54-Myopia-Rd-Winchester-MA-01890/56380854_zpid/
2 Magnolia Way,WINCHESTER,MA,01890,1749000,6220.0,4.0,5.0,27,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2-Magnolia-Way-Winchester-MA-01890/56375917_zpid/
170 Forest St,WINCHESTER,MA,01890,1629000,4488.0,5.0,4.0,154,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/170-Forest-St-Winchester-MA-01890/56375996_zpid/
13 Rock Ave,WINCHESTER,MA,01890,795000,1546.0,3.0,2.0,118,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13-Rock-Ave-Winchester-MA-01890/56379097_zpid/
47 Wainwright Rd,WINCHESTER,MA,01890,2499900,6186.0,5.0,7.0,728,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/47-Wainwright-Rd-Winchester-MA-01890/87730443_zpid/
7 Wainwright Rd UNIT 1,WINCHESTER,MA,01890,1349000,4053.0,3.0,4.0,114,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7-Wainwright-Rd-UNIT-1-Winchester-MA-01890/56382073_zpid/
268 Highland Ave,Winchester,MA,01890,999000,4188.0,7.0,2.0,11,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/268-Highland-Ave-Winchester-MA-01890/165959574_zpid/
17 Wellington Rd,WINCHESTER,MA,01890,1899000,5690.0,5.0,6.0,142,New Construction,http://www.zillow.com/homes/for_sale//homedetails/17-Wellington-Rd-Winchester-MA-01890/56377833_zpid/
31 Swan Rd,WINCHESTER,MA,01890,2850000,4532.0,4.0,5.0,83,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/31-Swan-Rd-Winchester-MA-01890/56380913_zpid/
268 Highland Ave # 270,Winchester,MA,01890,999000,4188.0,7.0,2.0,12,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/268-Highland-Ave-270-Winchester-MA-01890/2088256975_zpid/
6 Johnson Rd,Winchester,MA,01890,2249000,5200.0,5.0,5.0,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/6-Johnson-Rd-Winchester-MA-01890/2091026179_zpid/
547 Washington St,WINCHESTER,MA,01890,926000,3044.0,6.0,3.5,1570,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/547-Washington-St-Winchester-MA-01890/56376400_zpid/
Bellevue Ave,WINCHESTER,MA,01890,NA,5459.0,5.0,7.0,118,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/247705629_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Sheffield W,Winchester,MA,01890,NA,3601.0,5.0,3.0,112,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/243667860_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Sylvester Ave,Winchester,MA,01890,NA,2237.0,2.0,2.0,672,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/166148587_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Salem St,WINCHESTER,MA,01890,NA,1932.0,5.0,1.0,202,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/245501511_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Chester St # 1,WINCHESTER,MA,01890,NA,680.0,2.0,1.0,119,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/166148589_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Highland Ave,WINCHESTER,MA,01890,NA,4858.0,6.0,3.5,181,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/246009906_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Hill St,WINCHESTER,MA,01890,NA,1983.0,4.0,2.0,154,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/246933588_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Lawson Rd,WINCHESTER,MA,01890,NA,3220.0,5.0,1.0,154,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/246933589_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
